,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales,Years_Operating,Fat_Content_Score,Outlet_Size_Score,Item_Type_Score,Location_Type_Score,Outlet_Type_Score
2273,18.75,0.023974769,99.0042,2007,694.4294,15,1,0,2,1,1
2274,9.395,0.100602552,88.3856,2002,703.0848,20,2,0,1,1,1
2275,13.35,0.091189915,149.3708,2004,4514.124,18,1,1,1,1,1
2276,12.857645184135976,0.077480627,101.399,1985,206.398,37,2,1,1,0,0
2277,19.2,0.129731747,196.211,1998,589.233,24,0,0,0,2,0
2278,19.0,0.103363904,226.172,1987,3169.208,35,2,3,1,2,1
2279,14.15,0.020714523,124.2046,1997,2490.092,25,1,1,1,0,1
2280,20.85,0.062212713,88.1514,2004,1151.1682,18,2,1,1,1,1
2281,8.63,0.031271134,186.0582,2007,3900.9222,15,1,0,1,1,1
2282,16.7,0.026729068,248.4776,2009,6439.6176,13,0,2,0,2,2
2283,7.895,0.094567181,104.5332,1997,1845.5976,25,2,1,1,0,1
2284,7.72,0.05193741,77.9986,1987,934.7832,35,1,3,1,2,1
2285,5.615,0.126480422,121.573,2007,3202.498,15,0,0,0,1,1
2286,7.05,0.055644887,224.9088,1999,2684.5056,23,2,2,1,0,1
2287,14.35,0.028519419,109.2228,1998,221.0456,24,0,0,0,2,0
2288,8.52,0.027101431,151.7682,1999,2439.4912,23,1,2,2,0,1
2289,7.645,0.067083367,44.0112,2007,596.5568,15,2,0,1,1,1
2290,12.1,0.020652362,149.5734,2009,2227.101,13,1,2,1,2,2
2291,14.8,0.081042136,192.4846,1997,5159.2842,25,1,1,1,0,1
2292,20.75,0.021336565,153.6024,2009,1366.2216,13,1,2,2,2,2
2293,10.8,0.029001987,238.6222,2002,8604.7992,20,1,0,1,1,1
2294,18.35,0.069745165,190.2872,1998,378.1744,24,1,0,2,2,0
2295,13.5,0.068148886,58.6562,2009,711.0744,13,2,2,1,2,2
2296,20.5,0.144094079,34.819,2007,1061.951,15,0,0,0,1,1
2297,12.35,0.186616421,78.6328,2009,1004.0264,13,2,2,1,2,2
2298,8.895,0.105323859,39.1138,2002,609.207,20,1,0,2,1,1
2299,16.7,0.022110425,110.8886,2002,3558.0352,20,1,0,1,1,1
2300,16.2,0.019374768,155.8972,2004,2025.3636,18,1,1,2,1,1
2301,7.26,0.014482278,118.115,2009,1864.24,13,1,2,1,2,2
2302,6.65,0.087805788,126.7678,1999,1907.517,23,1,2,1,0,1
2303,13.35,0.048027043,218.9166,1997,5660.6316,25,1,1,1,0,1
2304,17.35,0.055908268,99.8016,2004,607.2096,18,1,1,1,1,1
2305,12.857645184135976,0.048522793,39.6506,1985,1024.6662,37,1,2,1,2,3
2306,5.46,0.032359413,187.424,2007,3169.208,15,2,0,1,1,1
2307,18.25,0.088807455,197.3452,2004,2740.4328,18,1,1,1,1,1
2308,8.185,0.046556408,47.7692,1999,640.4996,23,1,2,1,0,1
2309,7.5,0.050750977,122.2072,1997,1960.1152,25,1,1,1,0,1
2310,12.65,0.035404052,230.601,2004,2067.309,18,1,1,1,1,1
2311,14.3,0.130390458,77.2328,2004,231.6984,18,1,1,1,1,1
2312,17.85,0.074422769,128.002,1998,253.004,24,1,0,1,2,0
2313,6.425,0.105742544,130.5626,1998,131.1626,24,1,0,1,2,0
2314,6.825,0.046729336,153.4998,2002,2153.1972,20,2,0,1,1,1
2315,12.857645184135976,0.073470234,205.3638,1985,5383.6588,37,1,2,1,2,3
2316,20.25,0.058886477,245.546,1987,1724.422,35,0,3,0,2,1
2317,19.2,0.18293775,243.0196,1999,3615.294,23,0,2,0,0,1
2318,17.7,0.020993364,166.8474,1998,168.4474,24,0,0,0,2,0
2319,9.695,0.029223424,175.437,2002,2999.429,20,2,0,1,1,1
2320,12.857645184135976,0.068489201,259.3278,1985,4165.2448,37,1,2,1,2,3
2321,7.75,0.043326511,95.6436,2002,1134.5232,20,1,0,1,1,1
2322,12.857645184135976,0.136532569,159.6578,1985,2888.2404,37,1,2,2,2,3
2323,19.75,0.018051091,179.866,1999,2696.49,23,2,2,1,0,1
2324,5.325,0.23212188,55.5298,1998,53.9298,24,2,0,1,2,0
2325,12.857645184135976,0.057620562,115.4518,1985,113.8518,37,2,1,1,0,0
2326,12.857645184135976,0.045865089,152.3682,1985,2287.023,37,0,2,0,2,3
2327,12.857645184135976,0.021002171,185.1924,1985,555.2772,37,2,1,1,0,0
2328,6.71,0.029727657,66.6142,2007,1120.5414,15,2,0,1,1,1
2329,14.35,0.080527065,79.296,1987,719.064,35,1,3,1,2,1
2330,15.2,0.066132028778951,47.8034,1999,437.4306,23,0,2,0,0,1
2331,5.82,0.066132028778951,256.633,1999,2050.664,23,2,2,1,0,1
2332,5.59,0.056833394,61.9168,2009,1214.4192,13,2,2,1,2,2
2333,18.5,0.062256921,148.0418,1997,2059.9852,25,2,1,1,0,1
2334,12.857645184135976,0.089512542,133.1626,1985,3672.5528,37,2,2,1,2,3
2335,14.0,0.060427062,153.5656,1997,3089.312,25,2,1,1,0,1
2336,7.605,0.216323008,165.021,1998,815.605,24,1,0,1,2,0
2337,12.857645184135976,0.135612397,61.1536,1985,61.2536,37,0,1,0,0,0
2338,9.6,0.085125951,107.128,2002,1278.336,20,1,0,1,1,1
2339,17.7,0.122565413,103.8674,2007,1528.011,15,2,0,1,1,1
2340,15.7,0.066132028778951,43.377,1998,129.831,24,1,0,2,2,0
2341,13.65,0.077670981,55.093,2007,1301.639,15,0,0,0,1,1
2342,14.6,0.043201813,110.1254,2007,1844.9318,15,2,0,1,1,1
2343,15.6,0.088215871,220.1798,2007,5068.7354,15,1,0,1,1,1
2344,20.25,0.036295834,217.5482,1987,1095.241,35,1,3,2,2,1
2345,8.02,0.186528819,151.9998,1998,307.5996,24,1,0,1,2,0
2346,18.35,0.099026525,93.8462,1987,1295.6468,35,1,3,1,2,1
2347,16.6,0.066132028778951,118.8124,1997,2607.2728,25,1,1,1,0,1
2348,10.0,0.063162608,228.6668,2004,3455.502,18,2,1,1,1,1
2349,16.1,0.063429818,179.4318,1999,2345.6134,23,2,2,1,0,1
2350,13.0,0.139785104,196.2426,1998,197.7426,24,2,0,1,2,0
2351,16.1,0.04807227,126.5362,2007,1761.7068,15,2,0,1,1,1
2352,19.0,0.112097433,105.5622,1999,1905.5196,23,1,2,1,0,1
2353,17.6,0.010037996,163.5552,2004,3086.6488,18,1,1,1,1,1
2354,6.32,0.012789884,39.1822,2007,1060.6194,15,1,0,1,1,1
2355,9.3,0.033431669,153.1314,2004,4653.942,18,2,1,1,1,1
2356,11.1,0.03623131,175.0712,2007,3339.6528,15,2,0,1,1,1
2357,12.857645184135976,0.086360962,151.2682,1985,2439.4912,37,1,2,2,2,3
2358,6.15,0.046232445,99.4384,1987,1379.5376,35,1,3,1,2,1
2359,20.85,0.097618234,223.9746,1997,897.4984,25,1,1,1,0,1
2360,17.1,0.046808553,141.4838,1997,1404.838,25,2,1,1,0,1
2361,13.15,0.03810738,86.3856,2009,615.1992,13,2,2,1,2,2
2362,16.5,0.093846532,95.7068,2004,1069.2748,18,2,1,1,1,1
2363,11.65,0.040744057,185.924,2007,4101.328,15,1,0,1,1,1
2364,13.15,0.022831052,160.292,1999,4793.76,23,1,2,1,0,1
2365,19.35,0.076878416,113.9518,1999,1138.518,23,2,2,1,0,1
2366,19.35,0.021501067,122.2098,2002,2771.7254,20,2,0,1,1,1
2367,16.5,0.07964724,101.4332,1987,1948.1308,35,2,3,1,2,1
2368,21.35,0.068809463,258.5278,2004,5206.556,18,1,1,1,1,1
2369,16.0,0.115570552,57.5246,2004,173.7738,18,2,1,1,1,1
2370,20.5,0.143164371,34.919,1987,73.238,35,0,3,0,2,1
2371,19.75,0.018008071,180.466,1987,3415.554,35,2,3,1,2,1
2372,17.6,0.015775777,179.1976,2007,3803.0496,15,0,0,0,1,1
2373,4.615,0.102407778,234.33,2007,3961.51,15,2,0,1,1,1
2374,5.88,0.003606726,154.1998,2009,1384.1982,13,1,2,2,2,2
2375,11.8,0.093801337,126.0704,1999,1251.704,23,2,2,1,0,1
2376,17.35,0.066132028778951,101.9016,1987,1821.6288,35,1,3,1,2,1
2377,12.35,0.033760862,196.9426,1997,5141.3076,25,2,1,1,0,1
2378,12.857645184135976,0.031131455,111.0228,1985,3205.1612,37,1,2,1,2,3
2379,9.0,0.082177842,214.1534,2002,1720.4272,20,1,0,1,1,1
2380,6.235,0.118858866,263.291,1999,3418.883,23,0,2,0,0,1
2381,9.6,0.066132028778951,244.817,2004,4374.306,18,1,1,1,1,1
2382,16.75,0.105448901,156.163,2007,782.315,15,1,0,1,1,1
2383,17.1,0.046881328,141.3838,1999,1685.8056,23,2,2,1,0,1
2384,6.825,0.078057026,154.5998,1998,153.7998,24,2,0,1,2,0
2385,6.78,0.140955857,92.212,2007,4101.328,15,2,0,1,1,1
2386,16.0,0.107186944,181.9634,2009,3453.5046,13,2,2,1,2,2
2387,15.0,0.153960209,105.9938,2004,1179.1318,18,1,1,1,1,1
2388,7.39,0.093160853,251.3066,2009,1004.0264,13,0,2,0,2,2
2389,17.6,0.05629192,42.5454,1997,419.454,25,1,1,1,0,1
2390,12.65,0.15604396,239.6538,1997,3845.6608,25,2,1,1,0,1
2391,17.85,0.044463491,127.102,1997,2024.032,25,1,1,1,0,1
2392,11.15,0.00827301,150.4708,1987,1956.1204,35,2,3,1,2,1
2393,15.7,0.030697825,42.877,2004,1168.479,18,1,1,2,1,1
2394,14.65,0.066132028778951,56.4614,1998,55.2614,24,0,0,0,2,0
2395,12.857645184135976,0.101281,55.0956,1985,2020.0372,37,1,2,1,2,3
2396,18.25,0.012300013,160.4894,2002,3073.9986,20,1,0,1,1,1
2397,20.7,0.066132028778951,98.7042,2007,1884.8798,15,2,0,1,1,1
2398,15.85,0.057313443,53.3956,1997,1364.89,25,1,1,1,0,1
2399,6.575,0.075625152,145.7444,1999,3193.1768,23,2,2,1,0,1
2400,17.75,0.030568919,177.866,2002,2336.958,20,0,0,0,1,1
2401,12.857645184135976,0.198424841,185.2924,1985,370.1848,37,1,1,2,0,0
2402,12.857645184135976,0.029578726,143.5786,1985,3756.4436,37,2,2,1,2,3
2403,12.857645184135976,0.213125482,44.9428,1985,175.7712,37,1,1,1,0,0
2404,16.7,0.120137953,181.2976,2007,3078.6592,15,2,0,1,1,1
2405,10.85,0.028679894,115.1808,1997,2109.2544,25,0,1,0,0,1
2406,10.0,0.099804623,113.7544,1999,3243.7776,23,1,2,1,0,1
2407,13.65,0.044526443,37.9532,1998,71.9064,24,2,0,1,2,0
2408,19.0,0.162882227,46.8718,1998,189.0872,24,2,0,1,2,0
2409,9.6,0.022404493,102.499,2007,2579.975,15,2,0,1,1,1
2410,12.0,0.075975642,124.1388,2007,1486.0656,15,1,0,1,1,1
2411,5.925,0.09644909,43.8086,2004,312.2602,18,2,1,1,1,1
2412,13.0,0.041816615,254.5014,2004,4845.0266,18,0,1,0,1,1
2413,8.18,0.082867689,58.5588,2007,171.7764,15,2,0,1,1,1
2414,12.8,0.076214289,96.541,2002,1834.279,20,1,0,1,1,1
2415,19.2,0.124301968,89.7488,2002,2082.6224,20,1,0,1,1,1
2416,14.5,0.097201128,159.4262,1997,2705.1454,25,2,1,1,0,1
2417,5.19,0.042861968,196.811,2007,3731.809,15,1,0,1,1,1
2418,13.3,0.0713931,61.0536,1987,1592.5936,35,2,3,1,2,1
2419,19.6,0.041256807,88.8514,1987,2125.2336,35,0,3,0,2,1
2420,17.75,0.034746076,248.275,2004,998.7,18,1,1,1,1,1
2421,12.35,0.093441604,119.1124,1999,3673.8844,23,1,2,1,0,1
2422,14.35,0.017024598,109.8228,1987,2099.9332,35,0,3,0,2,1
2423,6.365,0.007363189,63.2536,2002,1225.072,20,1,0,1,1,1
2424,12.857645184135976,0.014484582,143.9102,1985,3062.0142,37,1,2,2,2,3
2425,12.857645184135976,0.011937183,184.7924,1985,4442.2176,37,2,2,1,2,3
2426,14.75,0.032862976,238.6906,1987,4278.4308,35,0,3,0,2,1
2427,12.15,0.015484763,211.9928,1999,631.1784,23,1,2,1,0,1
2428,6.59,0.026163192,121.5098,1987,602.549,35,0,3,0,2,1
2429,12.6,0.073920438,255.6356,1997,2797.6916,25,2,1,1,0,1
2430,12.857645184135976,0.086352403,149.8734,1985,445.4202,37,1,1,1,0,0
2431,12.857645184135976,0.03976832,83.9908,1985,2348.9424,37,0,2,0,2,3
2432,12.857645184135976,0.015950066,47.7402,1985,1975.4286,37,2,2,1,2,3
2433,12.857645184135976,0.082002559,59.2588,1985,1374.2112,37,2,2,1,2,3
2434,7.325,0.093307668,92.7146,1987,2006.7212,35,1,3,1,2,1
2435,12.857645184135976,0.143199389,175.837,1985,352.874,37,1,1,1,0,0
2436,15.1,0.019965179,130.531,1999,908.817,23,2,2,1,0,1
2437,12.857645184135976,0.116108797,164.121,1985,6035.477,37,2,2,1,2,3
2438,8.51,0.078339081,172.9422,1987,1379.5376,35,2,3,1,2,1
2439,12.857645184135976,0.237651344,170.2106,1985,171.1106,37,1,1,1,0,0
2440,20.35,0.031102571,257.2672,2007,2045.3376,15,2,0,1,1,1
2441,17.85,0.018097419,96.9094,2009,1332.9316,13,0,2,0,2,2
2442,18.25,0.078041216,258.4962,2009,2848.9582,13,1,2,1,2,2
2443,17.6,0.08226356,160.492,1987,1278.336,35,0,3,0,2,1
2444,10.895,0.026880159,106.428,1997,1491.392,25,1,1,1,0,1
2445,11.85,0.222063351,99.6726,1998,195.7452,24,1,0,2,2,0
2446,12.857645184135976,0.142589751,35.919,1985,585.904,37,0,2,0,2,3
2447,14.1,0.126292985,88.6198,2009,1133.8574,13,1,2,1,2,2
2448,15.15,0.012260981,131.7284,2004,1186.4556,18,2,1,1,1,1
2449,17.25,0.05869048,91.612,1998,93.212,24,1,0,2,2,0
2450,17.6,0.018982338,237.059,2009,2836.308,13,0,2,0,2,2
2451,14.6,0.059405152,179.6976,1997,3621.952,25,0,1,0,0,1
2452,10.1,0.027059264,76.467,2004,1761.041,18,1,1,1,1,1
2453,10.5,0.071244438,119.2098,2004,1325.6078,18,1,1,1,1,1
2454,12.6,0.007455054,186.9556,2004,3942.8676,18,0,1,0,1,1
2455,18.7,0.046088273,153.6682,1997,3506.7686,25,0,1,0,0,1
2456,5.985,0.096185556,127.1678,2009,3560.6984,13,1,2,1,2,2
2457,12.1,0.11487406,221.4114,1997,5099.3622,25,1,1,1,0,1
2458,13.0,0.083643716,196.0426,1999,2570.6538,23,2,2,1,0,1
2459,19.2,0.022965292,181.695,2002,2563.33,20,2,0,1,1,1
2460,5.78,0.014584584,146.3102,2002,2187.153,20,1,0,2,1,1
2461,7.17,0.059716729,130.9968,2004,2348.9424,18,2,1,1,1,1
2462,20.85,0.062224479,88.1514,1997,1682.4766,25,2,1,1,0,1
2463,18.75,0.034360687,215.7218,1999,4274.436,23,0,2,0,0,1
2464,7.5,0.050708743,123.4072,1987,3185.1872,35,1,3,1,2,1
2465,10.395,0.036957777,230.5352,2002,4580.704,20,2,0,1,1,1
2466,12.8,0.023530953,223.5404,1997,1800.3232,25,2,1,1,0,1
2467,11.65,0.058681957,170.4422,1987,517.3266,35,2,3,1,2,1
2468,20.2,0.064728148,258.0646,2007,5668.6212,15,1,0,1,1,1
2469,11.35,0.066132028778951,103.0016,2004,2125.2336,18,2,1,1,1,1
2470,8.71,0.120773451,186.5924,1998,555.2772,24,2,0,1,2,0
2471,8.31,0.115911972,177.3028,2002,1948.1308,20,2,0,1,1,1
2472,19.0,0.10985775,188.8214,1998,188.4214,24,2,0,1,2,0
2473,7.5,0.050853901,121.7072,2002,367.5216,20,1,0,1,1,1
2474,6.525,0.090295708,84.6882,1997,601.2174,25,0,1,0,0,1
2475,12.857645184135976,0.029084548,122.0098,1985,361.5294,37,1,1,1,0,0
2476,12.857645184135976,0.026769592,77.0354,1985,2332.2974,37,0,2,0,2,3
2477,6.985,0.137580452,182.8608,1999,4042.7376,23,2,2,1,0,1
2478,11.3,0.066816565,192.2478,2002,1356.2346,20,0,0,0,1,1
2479,6.115,0.01179078,189.053,1998,948.765,24,2,0,2,2,0
2480,9.5,0.036921781,194.2452,1998,782.9808,24,2,0,1,2,0
2481,15.7,0.122742389,134.2942,2002,1192.4478,20,1,0,1,1,1
2482,16.0,0.089971292,143.2154,1997,1701.7848,25,1,1,1,0,1
2483,13.1,0.099186992,198.7768,2009,3153.2288,13,2,2,1,2,2
2484,12.857645184135976,0.066132028778951,39.0164,1985,1042.6428,37,1,2,2,2,3
2485,16.85,0.036596012,90.6488,2007,633.8416,15,1,0,1,1,1
2486,12.857645184135976,0.041821227,107.628,1985,213.056,37,1,1,2,0,0
2487,14.85,0.016635488,157.563,1998,312.926,24,2,0,1,2,0
2488,18.2,0.090084098,197.211,2002,3142.576,20,1,0,1,1,1
2489,11.0,0.008960445,119.1756,1999,1696.4584,23,1,2,1,0,1
2490,21.1,0.162418495,64.9168,2007,639.168,15,2,0,1,1,1
2491,15.2,0.056237906,110.7912,1998,109.1912,24,0,0,0,2,0
2492,12.857645184135976,0.071498575,37.7506,1985,796.9626,37,1,2,2,2,3
2493,9.06,0.009791467,213.256,1999,4687.232,23,0,2,0,0,1
2494,11.5,0.072820885,191.253,1987,3036.048,35,1,3,1,2,1
2495,11.15,0.073354286,66.8142,2004,2372.9112,18,0,1,0,1,1
2496,13.5,0.068010049,57.2562,2002,770.3306,20,2,0,1,1,1
2497,15.1,0.087406863,221.8456,1997,663.1368,25,2,1,1,0,1
2498,8.3,0.030198228,98.2384,1999,2167.8448,23,2,2,1,0,1
2499,14.15,0.024442501,196.411,1999,2749.754,23,2,2,1,0,1
2500,12.857645184135976,0.033436336,107.3912,1985,3057.3536,37,0,2,0,2,3
2501,8.365,0.039844429,190.1188,1997,1904.188,25,2,1,1,0,1
2502,11.85,0.055805027,53.0666,1999,512.666,23,2,2,1,0,1
2503,19.6,0.047888606,42.277,2004,605.878,18,0,1,0,1,1
2504,19.0,0.065735977,189.6214,1999,2826.321,23,2,2,1,0,1
2505,18.25,0.076089711,212.9218,1999,3846.9924,23,1,2,1,0,1
2506,19.85,0.020908608,63.5194,1999,557.2746,23,2,2,1,0,1
2507,12.85,0.030678825,251.704,2002,3542.056,20,1,0,1,1,1
2508,12.857645184135976,0.111381428,106.7622,1985,2964.1416,37,1,2,1,2,3
2509,19.6,0.039738393,163.7526,2009,2960.1468,13,1,2,1,2,2
2510,15.7,0.01903743,60.5536,2007,490.0288,15,2,0,1,1,1
2511,13.3,0.06356617,151.3708,1997,3611.2992,25,1,1,1,0,1
2512,10.395,0.112553853,59.022,2009,1378.206,13,1,2,1,2,2
2513,10.5,0.013493914,143.7154,2004,3119.9388,18,2,1,1,1,1
2514,19.35,0.118102769,224.8088,1997,2013.3792,25,1,1,1,0,1
2515,14.1,0.06682033,198.9084,1987,4761.8016,35,1,3,1,2,1
2516,8.6,0.040205535,188.753,1997,7590.12,25,2,1,1,0,1
2517,17.1,0.038816115,166.4842,2002,1326.2736,20,0,0,0,1,1
2518,12.857645184135976,0.076348933,32.8558,1985,713.0718,37,2,2,1,2,3
2519,20.5,0.032819637,38.9822,1999,982.055,23,0,2,0,0,1
2520,15.1,0.096249842,134.4942,1999,2119.9072,23,2,2,1,0,1
2521,6.69,0.066132028778951,176.937,2007,4234.488,15,2,0,1,1,1
2522,12.857645184135976,0.066132028778951,121.044,1985,2396.88,37,1,2,2,2,3
2523,7.905,0.010003987,250.7408,1987,5757.8384,35,1,3,1,2,1
2524,18.0,0.124452048,118.5124,1997,1303.6364,25,1,1,1,0,1
2525,7.84,0.154363209,50.835,2007,599.22,15,2,0,1,1,1
2526,15.15,0.066551268,144.676,2007,3954.852,15,2,0,1,1,1
2527,15.2,0.173703549,175.8054,1998,1050.6324,24,2,0,1,2,0
2528,19.85,0.054025644,197.2768,1997,6503.5344,25,1,1,1,0,1
2529,12.857645184135976,0.03523927,231.601,1985,5972.226,37,1,2,1,2,3
2530,7.325,0.093385381,91.3146,1997,1641.8628,25,1,1,1,0,1
2531,5.88,0.024937792,148.4392,2002,2087.9488,20,0,0,0,1,1
2532,10.695,0.060654268,174.7712,2004,3339.6528,18,2,1,1,1,1
2533,12.857645184135976,0.06912336,106.0938,1985,2787.0388,37,1,2,2,2,3
2534,20.25,0.025953257,179.5976,1997,2535.3664,25,0,1,0,0,1
2535,8.05,0.07884393,257.0646,2007,8760.5964,15,2,0,1,1,1
2536,11.65,0.033851785,112.186,2004,1018.674,18,1,1,1,1,1
2537,19.35,0.118342285,222.6088,2002,1789.6704,20,1,0,1,1,1
2538,7.235,0.058121214,115.8834,2004,1382.2008,18,1,1,1,1,1
2539,12.15,0.015457803,209.9928,2004,5259.82,18,1,1,1,1,1
2540,8.615,0.116152226,94.1436,1987,1512.6976,35,1,3,1,2,1
2541,6.765,0.087260103,105.0306,1997,2090.612,25,2,1,1,0,1
2542,10.3,0.0111263,87.254,1997,1211.756,25,2,1,1,0,1
2543,13.15,0.038167453,89.4856,2007,1230.3984,15,2,0,1,1,1
2544,8.84,0.076547632,109.5228,2004,1657.842,18,2,1,1,1,1
2545,8.26,0.066132028778951,122.573,2002,739.038,20,2,0,2,1,1
2546,20.1,0.074931201,108.9228,2009,1105.228,13,1,2,1,2,2
2547,9.695,0.066132028778951,185.1898,2004,2619.2572,18,1,1,1,1,1
2548,18.85,0.16758389,194.6136,1997,2721.7904,25,0,1,0,0,1
2549,18.25,0.054318517,140.9154,1999,6381.693,23,1,2,1,0,1
2550,12.857645184135976,0.060800116,44.4744,1985,769.6648,37,2,2,1,2,3
2551,5.32,0.066132028778951,101.7674,1987,1120.5414,35,0,3,0,2,1
2552,8.115,0.032152786,157.3972,2004,1869.5664,18,2,1,1,1,1
2553,15.1,0.055840055,139.8496,1997,1411.496,25,0,1,0,0,1
2554,8.42,0.070968081,215.9192,2007,1941.4728,15,0,0,0,1,1
2555,9.0,0.081996013,216.2534,2004,4301.068,18,1,1,1,1,1
2556,8.18,0.082737261,57.3588,2009,343.5528,13,2,2,1,2,2
2557,12.857645184135976,0.011206632,191.4188,1985,3998.7948,37,1,2,1,2,3
2558,15.35,0.014047825,36.719,2002,585.904,20,1,0,1,1,1
2559,20.6,0.045982389,177.0344,1987,535.3032,35,2,3,1,2,1
2560,9.3,0.042256257,124.4388,1987,1609.9044,35,1,3,2,2,1
2561,19.6,0.066132028778951,42.877,1999,649.155,23,0,2,0,0,1
2562,11.3,0.056424146,247.8118,2004,2223.1062,18,1,1,1,1,1
2563,12.857645184135976,0.170254469,124.8704,1985,2127.8968,37,1,2,1,2,3
2564,15.3,0.084749164,215.5218,2004,4060.7142,18,2,1,1,1,1
2565,8.235,0.014541462,184.495,2007,3844.995,15,0,0,0,1,1
2566,15.2,0.091763303,228.5352,1997,1832.2816,25,1,1,1,0,1
2567,12.857645184135976,0.069851683,110.9912,1985,1310.2944,37,1,2,1,2,3
2568,9.0,0.039004193,37.019,2002,659.142,20,1,0,2,1,1
2569,9.0,0.05060313,150.9024,2002,4402.2696,20,2,0,1,1,1
2570,15.35,0.113195815,190.8504,2004,3643.2576,18,2,1,1,1,1
2571,12.857645184135976,0.134327613,35.0558,1985,33.9558,37,2,1,1,0,0
2572,20.1,0.054584207,193.382,2004,4247.804,18,2,1,1,1,1
2573,10.3,0.018623146,87.854,1998,259.662,24,2,0,1,2,0
2574,12.35,0.093278912,118.7124,2004,2607.2728,18,1,1,1,1,1
2575,8.88,0.086957199,152.5682,2002,1372.2138,20,1,0,2,1,1
2576,15.85,0.13689554,176.437,1998,529.311,24,1,0,1,2,0
2577,14.1,0.090043082,140.1496,2009,846.8976,13,1,2,1,2,2
2578,20.25,0.014251461,148.6418,2002,2648.5524,20,0,0,0,1,1
2579,16.5,0.035711426,93.612,1999,1584.604,23,0,2,0,0,1
2580,13.6,0.043655155,156.7946,1997,3629.2758,25,2,1,1,0,1
2581,12.857645184135976,0.108568067,42.9112,1985,809.6128,37,2,2,2,2,3
2582,20.35,0.090480214,119.5466,1998,117.8466,24,1,0,1,2,0
2583,7.275,0.027942357,145.076,2004,1611.236,18,1,1,1,1,1
2584,19.7,0.041730507,109.2912,2004,2402.2064,18,1,1,1,1,1
2585,12.857645184135976,0.099589909,109.1886,1985,4225.1668,37,1,2,1,2,3
2586,12.857645184135976,0.294939214,47.106,1985,139.818,37,1,1,1,0,0
2587,14.15,0.008829806,196.811,2009,4517.453,13,0,2,0,2,2
2588,19.0,0.067722325,130.8626,2009,1573.9512,13,1,2,1,2,2
2589,12.857645184135976,0.060405784,234.5616,1985,6796.4864,37,1,2,1,2,3
2590,20.5,0.066132028778951,37.119,2009,842.237,13,0,2,0,2,2
2591,6.96,0.077193561,89.9146,1997,1277.0044,25,1,1,2,0,1
2592,15.35,0.013869039,62.5168,2009,447.4176,13,1,2,1,2,2
2593,17.1,0.067290244,114.586,2002,1584.604,20,0,0,0,1,1
2594,10.195,0.146960375,142.2838,2002,1685.8056,20,2,0,1,1,1
2595,12.857645184135976,0.018632082,82.9908,1985,503.3448,37,1,1,1,0,0
2596,5.78,0.096536082,162.8552,1999,3574.0144,23,1,2,1,0,1
2597,6.385,0.084008316,108.2596,2002,1186.4556,20,1,0,2,1,1
2598,12.857645184135976,0.005638944,184.9924,1985,3146.5708,37,1,2,1,2,3
2599,9.3,0.01601936,248.5092,2004,6474.2392,18,1,1,1,1,1
2600,13.65,0.13187274,188.024,1998,745.696,24,2,0,1,2,0
2601,9.195,0.114863923,59.0246,2004,1853.5872,18,1,1,1,1,1
2602,9.17,0.103138922,141.747,1999,3006.087,23,1,2,1,0,1
2603,12.6,0.056191301,53.2982,2002,736.3748,20,1,0,1,1,1
2604,14.85,0.01867669,188.7214,2007,3956.8494,15,1,0,1,1,1
2605,19.35,0.021578923,120.5098,2007,1807.647,15,2,0,1,1,1
2606,18.7,0.066132028778951,52.2324,2004,467.3916,18,1,1,2,1,1
2607,5.46,0.032242661,187.624,2002,3542.056,20,2,0,1,1,1
2608,8.785,0.025962714,120.9414,2004,1949.4624,18,1,1,1,1,1
2609,12.6,0.096407554,210.8612,2002,3344.9792,20,1,0,1,1,1
2610,8.76,0.050256604,127.3336,2009,2684.5056,13,0,2,0,2,2
2611,12.3,0.058234621,58.7562,2002,592.562,20,2,0,1,1,1
2612,19.6,0.023931217,103.1964,1987,736.3748,35,0,3,0,2,1
2613,12.857645184135976,0.284065879,105.5622,1985,211.7244,37,1,1,1,0,0
2614,8.155,0.033692089,76.2354,2009,1279.0018,13,2,2,1,2,2
2615,12.857645184135976,0.023417004,223.8404,1985,7201.2928,37,2,2,1,2,3
2616,7.97,0.034647829,171.2422,2007,3103.9596,15,1,0,2,1,1
2617,18.85,0.142219209,167.6132,2009,1522.0188,13,1,2,1,2,2
2618,11.1,0.11089655,191.5846,2002,2101.9306,20,1,0,1,1,1
2619,9.6,0.006708517,164.6184,1999,2972.1312,23,0,2,0,0,1
2620,9.27,0.103419257,148.105,1998,149.805,24,1,0,1,2,0
2621,13.35,0.032180494,61.2194,1997,433.4358,25,1,1,1,0,1
2622,11.3,0.066717378,260.8962,2004,4920.9278,18,2,1,1,1,1
2623,19.0,0.128814669,107.6622,2007,1164.4842,15,1,0,1,1,1
2624,12.3,0.111500259,35.6874,2002,846.8976,20,1,0,1,1,1
2625,6.425,0.010497273,118.3808,2007,2812.3392,15,1,0,1,1,1
2626,11.5,0.020653603,84.954,2009,865.54,13,2,2,1,2,2
2627,5.19,0.042687151,195.911,1999,2946.165,23,1,2,1,0,1
2628,12.15,0.021705417,163.5184,1987,3137.2496,35,1,3,1,2,1
2629,15.25,0.026651184,86.6198,1999,1657.1762,23,1,2,1,0,1
2630,11.8,0.106968096,221.6772,1987,3113.2808,35,2,3,1,2,1
